Author,Comment,sentiment_label
kevdidntwakeup,bring back stephan harper,positive
Ro7ard,the masses are idiots so this is no surprise idiocy is drawn to idiocy,negative
Shadragon135,all who dislikes are def albertans laughing out loud,negative
Unstoppable Kidz,he had 6years to do something good for canadians and yet all we still get is just talk and poor plans,negative
Navid Komy,typical politician empty promises what have you done last 8 years for housing problem now you realized that there is a problem food is expensive rent is expensive gas is expensive,negative
TheEleatic,the most serious violation of ethical conduct by a minister of government is to interfere with the prosecution of justice i voted for this weasel in the last election thank you for delivering on the promise of electoral reform weasel let  s see how he does with the fourth wave,negative
"Trailers, Intro's and Pilot's",i have very high doubts that he actually won i did nt think we had that many retards in canada,negative
canadadog,trudy is a fake feminist who believes quebecers are the superior race of canadians this is the epitome of white supremacy,negative
North American news,canada needs a man like trump,negative
Alex,fake election with fake nwo puppet,negative
stihlman37,talks a lot for a epstein island visitor  justice is coming,negative
AD,woooho justin that  s my prime minister Happy positive,positive
SSS ZEROCOOL,biggest joke since the history of jokeshere goes more debt and small business ruin for western canada,negative
Starlit,man i reply ca nt get into politics it just gets super depressing after a few hours,negative
big boy,nobody won everyone lost and for what reason,negative
Barelytrine,look at the likesdislikes  something fishy about this win,negative
Zillionare Report,wow  11k dislikes another joe biden vote scandal,negative
Perry Comeau,a very thin minority worse off from where he came from a complete phony,negative
Jazzy J,the only thing your government is ready for is more scandals,negative
Matt Austin,better start learning mandarin,neutral
King Clouddz,great this guy again thanksSad concern disappointed waterpistol,positive
Darrell Sturrock,what did you expect the devil to look like,negative
M C,the like to dislike ratio looking more normal is pretty suggestive there has been a massive astroturfing campaign paid for by the ppc would love to see the rcmp look into the election fraud they re most likely conducting,negative
stihlman37,how can a guy sitting in gitmo win anything,negative
Art Garfunkel's Ginger Fro,so  we spent millions of dollars during a pandemic to be exactly where we started  great leadership ca nt believe people voted for this rich kid with no concept of the real world,negative
sorshia emms,canadians like being lied to and giving the money away only insane people would vote the same way and expect a different result,negative
Saskwatch,so many old people here just hating don  t you have jobs Hysterical laughter,negative
DJ JAX,citynews you need to step up your audio game,negative
Stew,laughing out loud victory speech he s returning to exactly the same parliament that we had before this election fiasco the country is just 610 million dollars poorer  what a waste,negative
Novus Imperium,this is nt surprising at all look at the other candidates just a reflection of trudeau,negative
R FastKats,i did nt realize they had already counted the tally of the mail in ballots that was quick,neutral
